NO_REGIAO;TP_DIMENSAO;TP_CATEGORIA_ADMINISTRATIVA;QT_VG_TOTAL;QT_VG_NOVA;QT_ING;QT_CONC;QT_INSCRITO_TOTAL
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;1;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;3;0;0
Norte;2;4;0;0;1;1;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;7;0;0
Norte;2;4;0;0;1;1;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;3;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;4;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;1;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;3;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;5;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;2;1;0
Norte;2;4;0;0;4;0;0
Norte;2;4;0;0;1;1;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;1;0
Norte;2;4;0;0;9;0;0
Norte;2;5;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;3;0;0
Norte;2;4;0;0;7;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;3;0;0
Norte;2;4;0;0;10;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;1;0
Norte;2;5;0;0;0;0;0
Norte;2;5;0;0;0;1;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;1;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;6;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;1;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;4;0;0
Norte;2;4;0;0;1;0;0
Norte;2;5;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;1;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;3;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;3;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;2;2;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;7;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;3;0;0
Norte;2;5;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Norte;2;4;0;0;2;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;1;0;0
Norte;2;4;0;0;0;0;0
Sudeste;2;5;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;3;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;3;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;5;0;0;2;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;10;1;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;2;1;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;6;2;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;4;0;0
Sudeste;2;5;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;3;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;3;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;3;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;7;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;1;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;1;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;1;0
Sudeste;2;4;0;0;17;1;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;3;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;5;0;0;0;0;0
Sudeste;2;5;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;1;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;4;1;0
Sudeste;2;4;0;0;8;1;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;1;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;4;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;3;0
Sudeste;2;4;0;0;57;11;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;4;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;6;0;0
Sudeste;2;4;0;0;8;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;3;0;0
Sudeste;2;4;0;0;9;1;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;1;0
Sudeste;2;4;0;0;4;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;3;1;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;3;1;0
Sudeste;2;4;0;0;1;3;0
Sudeste;2;4;0;0;2;2;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;15;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;17;0;0
Sudeste;2;5;0;0;1;0;0
Sudeste;2;5;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;5;0;0;1;0;0
Sudeste;2;4;0;0;1;1;0
Sudeste;2;5;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;5;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;5;0;0;2;0;0
Sudeste;2;4;0;0;3;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;5;1;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;1;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;5;0;0;1;0;0
Sudeste;2;5;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;1;5;165;110;29;0;76
Sudeste;1;5;0;0;0;0;0
Sudeste;1;4;220;120;23;0;199
Sudeste;2;4;0;0;27;9;0
Sudeste;2;4;0;0;67;10;0
Sudeste;2;4;0;0;6;0;0
Sudeste;2;4;0;0;11;2;0
Sudeste;2;4;0;0;4;2;0
Sudeste;2;4;0;0;44;6;0
Sudeste;2;4;0;0;9;2;0
Sudeste;2;4;0;0;3;0;0
Sudeste;2;4;0;0;3;4;0
Sudeste;2;4;0;0;3;1;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;11;2;0
Sudeste;2;5;0;0;1;0;0
Sudeste;2;5;0;0;0;0;0
Sudeste;2;5;0;0;3;0;0
Sudeste;2;5;0;0;1;0;0
Sudeste;2;5;0;0;116;19;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;4;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;5;1;0
Sudeste;2;4;0;0;18;1;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;3;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;3;0;0
Sudeste;2;4;0;0;13;2;0
Sudeste;2;4;0;0;15;3;0
Sudeste;2;4;0;0;2;3;0
Sudeste;2;4;0;0;2;1;0
Sudeste;2;4;0;0;8;0;0
Sudeste;2;4;0;0;9;3;0
Sudeste;2;4;0;0;8;0;0
Sudeste;2;4;0;0;5;0;0
Sudeste;2;4;0;0;16;0;0
Sudeste;2;4;0;0;4;1;0
Sudeste;2;4;0;0;19;5;0
Sudeste;2;4;0;0;67;0;0
Sudeste;2;4;0;0;0;1;0
Sudeste;2;4;0;0;7;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;2;0
Sudeste;2;4;0;0;53;0;0
Sudeste;2;5;0;0;1;0;0
Sudeste;2;5;0;0;4;4;0
Sudeste;2;5;0;0;4;1;0
Sudeste;2;4;0;0;2;1;0
Sudeste;2;4;0;0;4;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;160;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;7;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;5;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;5;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;1;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;5;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;1;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;1;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;5;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;1;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;1;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;3;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;5;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;3;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;5;0;0;1;0;0
Sudeste;2;4;0;0;4;2;0
Sudeste;2;4;0;0;9;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;7;2;0
Sudeste;2;4;0;0;3;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;3;0;0
Sudeste;2;4;0;0;1;1;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;5;0;0;2;0;0
Sudeste;2;5;0;0;0;5;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;5;1;0
Sudeste;2;4;0;0;3;1;0
Sudeste;2;4;0;0;6;1;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;3;1;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;5;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;1;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;1;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;5;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;4;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;3;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;3;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;5;0;0;1;0;0
Sudeste;2;4;0;0;4;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;5;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;3;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;2;0
Sudeste;2;4;0;0;0;1;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;3;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;1;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;5;0;0;0;1;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;0;1;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;5;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;3;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;4;0;0
Sudeste;2;4;0;0;4;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;1;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;5;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;1;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;5;0;0;1;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;5;0;0;1;0;0
Sudeste;2;5;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;5;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;2;1;0
Sudeste;2;4;0;0;4;2;0
Sudeste;2;4;0;0;3;0;0
Sudeste;2;4;0;0;4;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;4;2;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;3;0;0
Sudeste;2;5;0;0;0;1;0
Sudeste;2;5;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;2;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;2;1;0
Sudeste;2;4;0;0;3;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;4;0;0
Sudeste;2;4;0;0;2;1;0
Sudeste;2;4;0;0;10;3;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;5;0;0;0;0;0
Sudeste;2;4;0;0;0;0;0
Sudeste;2;5;0;0;1;0;0
Sudeste;2;4;0;0;1;0;0
Sudeste;2;4;0;0;2;0;0
